num,text,pos,aspect_tag,polarity
s_1061,use,VERB,AT,1
s_1061,and,CCONJ,NAT,0
s_1061,produces,VERB,NAT,0
s_1061,a,DET,NAT,0
s_1061,great,ADJ,NAT,0
s_1061,finished,ADJ,NAT,0
s_1061,product,NOUN,NAT,0
s_1062,The,DET,NAT,0
s_1062,built,VERB,AT,1
s_1062,in,ADP,AT,1
s_1062,webcam,NOUN,AT,1
s_1062,is,AUX,NAT,0
s_1062,great,ADJ,NAT,0
s_1062,for,ADP,NAT,0
s_1062,Skype,PROPN,NAT,0
s_1062,and,CCONJ,NAT,0
s_1062,similar,ADJ,NAT,0
s_1062,video,NOUN,NAT,0
s_1062,chat,NOUN,NAT,0
s_1062,services,NOUN,NAT,0
s_1063,The,DET,NAT,0
s_1063,shop,NOUN,NAT,0
s_1063,will,AUX,NAT,0
s_1063,definitely,ADV,NAT,0
s_1063,push,VERB,NAT,0
s_1063,the,DET,NAT,0
s_1063,problem,NOUN,NAT,0
s_1063,to,ADP,NAT,0
s_1063,the,DET,NAT,0
s_1063,service,NOUN,AT,0
s_1063,center,NOUN,AT,0
s_1064,PC,NOUN,NAT,0
s_1064,users,NOUN,NAT,0
s_1064,work,VERB,NAT,0
s_1064,in,ADP,NAT,0
s_1064,Word,PROPN,AT,0
s_1064,while,SCONJ,NAT,0
s_1064,Mac,PROPN,NAT,0
s_1064,users,NOUN,NAT,0
s_1064,work,VERB,NAT,0
s_1064,in,ADP,NAT,0
s_1064,Pages,PROPN,AT,0
s_1065,While,SCONJ,NAT,0
s_1065,I,PRON,NAT,0
s_1065,mostly,ADV,NAT,0
s_1065,use,VERB,NAT,0
s_1065,it,PRON,NAT,0
s_1065,for,ADP,NAT,0
s_1065,email,NOUN,NAT,0
s_1065,internet,NOUN,AT,0
s_1065,and,CCONJ,NAT,0
s_1065,gaming,NOUN,AT,0
s_1065,I,PRON,NAT,0
s_1065,'m,AUX,NAT,0
s_1065,confident,ADJ,NAT,0
s_1065,all,DET,NAT,0
s_1065,other,ADJ,NAT,0
s_1065,applications,NOUN,AT,1
s_1065,live,VERB,NAT,0
s_1065,up,ADP,NAT,0
s_1065,to,ADP,NAT,0
s_1065,the,DET,NAT,0
s_1065,high,ADJ,NAT,0
s_1065,standard,NOUN,NAT,0
s_1065,I,PRON,NAT,0
s_1065,'ve,AUX,NAT,0
s_1065,come,VERB,NAT,0
s_1065,to,PART,NAT,0
s_1065,appreciate,VERB,NAT,0
s_1065,from,ADP,NAT,0
s_1065,Mac,PROPN,NAT,0
s_1065,laptops,NOUN,NAT,0
s_1066,This,DET,NAT,0
s_1066,laptop,NOUN,NAT,0
s_1066,looks,VERB,NAT,0
s_1066,great,ADJ,NAT,0
s_1066,on,ADP,NAT,0
s_1066,the,DET,NAT,0
s_1066,surface,NOUN,NAT,0
s_1066,17,NUM,AT,1
s_1066,inch,NOUN,AT,1
s_1066,screen,NOUN,AT,1
s_1066,good,ADJ,NAT,0
s_1066, ,SPACE,NAT,0
s_1066,price,NOUN,AT,1
s_1066,point,NOUN,AT,1
s_1066,nice,ADJ,NAT,0
s_1066,appearance,NOUN,AT,1
s_1066,boots,NOUN,AT,1
s_1066,up,ADP,AT,1
s_1066,quickly,ADV,NAT,0
s_1066,runs,VERB,AT,1
s_1066,fast,ADJ,NAT,0
s_1066,etc,X,NAT,0
s_1067,The,DET,NAT,0
s_1067,apple,NOUN,NAT,0
s_1067,systems,NOUN,NAT,0
s_1067,are,AUX,NAT,0
s_1067,over,ADV,NAT,0
s_1067,priced,VERB,NAT,0
s_1067,luxurys,NOUN,NAT,0
s_1067,that,SCONJ,NAT,0
s_1067,arn't,VERB,NAT,0
s_1067,worth,ADJ,NAT,0
s_1067,what,PRON,NAT,0
s_1067,they,PRON,NAT,0
s_1067,are,AUX,NAT,0
s_1067,being,AUX,NAT,0
s_1067,charged,VERB,NAT,0
s_1067,for,ADP,NAT,0
s_1067,this,DET,NAT,0
s_1067,model,NOUN,NAT,0
s_1067,'s,PART,NAT,0
s_1067,specifications,NOUN,AT,-1
s_1067,are,AUX,NAT,0
s_1067,far,ADV,NAT,0
s_1067,from,ADP,NAT,0
s_1067,being,AUX,NAT,0
s_1067,impressive,ADJ,NAT,0
s_1067,and,CCONJ,NAT,0
s_1067,they,PRON,NAT,0
s_1067,only,ADV,NAT,0
s_1067,thing,VERB,NAT,0
s_1067,you,PRON,NAT,0
s_1067,get,VERB,NAT,0
s_1067,out,ADP,NAT,0
s_1067,of,ADP,NAT,0
s_1067,this,PRON,NAT,0
s_1067,is,AUX,NAT,0
s_1067,the,DET,NAT,0
s_1067,apple,NOUN,NAT,0
s_1067,name,NOUN,NAT,0
s_1068,pros,NOUN,NAT,0
s_1068, ,SPACE,NAT,0
s_1068,the,DET,NAT,0
s_1068,macbook,NOUN,NAT,0
s_1068,pro,ADJ,NAT,0
s_1068,notebook,NOUN,NAT,0
s_1068,has,VERB,NAT,0
s_1068,a,DET,NAT,0
s_1068,large,ADJ,NAT,0
s_1068,battery,NOUN,AT,1
s_1068,life,NOUN,AT,1
s_1068,and,CCONJ,NAT,0
s_1068,you,PRON,NAT,0
s_1068,wo,AUX,NAT,0
s_1068,nt,PART,NAT,0
s_1068,have,VERB,NAT,0
s_1068,to,PART,NAT,0
s_1068,worry,VERB,NAT,0
s_1068,to,PART,NAT,0
s_1068,charge,VERB,NAT,0
s_1068,your,PRON,NAT,0
s_1068,laptop,NOUN,NAT,0
s_1068,every,DET,NAT,0
s_1068,hours,NOUN,NAT,0
s_1068,or,CCONJ,NAT,0
s_1068,so,ADV,NAT,0
s_1069,Disappointing,PROPN,NAT,0
s_1069,for,ADP,NAT,0
s_1069,such,DET,NAT,0
s_1069,a,DET,NAT,0
s_1069,lovely,ADJ,NAT,0
s_1069,screen,NOUN,AT,1
s_1069,and,CCONJ,NAT,0
s_1069,at,ADP,NAT,0
s_1069,a,DET,NAT,0
s_1069,reasonable,ADJ,NAT,0
s_1069,price,NOUN,AT,1
s_1070,The,DET,NAT,0
s_1070,only,ADJ,NAT,0
s_1070,bad,ADJ,NAT,0
s_1070,thing,NOUN,NAT,0
s_1070,about,ADP,NAT,0
s_1070,it,PRON,NAT,0
s_1070,is,AUX,NAT,0
s_1070,they,PRON,NAT,0
s_1070,give,VERB,NAT,0
s_1070,you,PRON,NAT,0
s_1070,the,DET,NAT,0
s_1070,worst,ADJ,NAT,0
s_1070,batteries,NOUN,AT,-1
s_1070,possible,ADJ,NAT,0
s_1071,Good,ADJ,NAT,0
s_1071,price,NOUN,AT,1
s_1072, ,SPACE,NAT,0
s_1072,THE,DET,NAT,0
s_1072,MOTHERBOARD,PROPN,AT,-1
s_1072,IS,AUX,NAT,0
s_1072,DEAD,ADJ,NAT,0
s_1073,the,DET,NAT,0
s_1073,speed,NOUN,AT,1
s_1073,is,AUX,NAT,0
s_1073,fine,ADJ,NAT,0
s_1074,Hmmm,NOUN,NAT,0
s_1074,that,SCONJ,NAT,0
s_1074,high,ADJ,NAT,0
s_1074,failure,NOUN,NAT,0
s_1074,rate,NOUN,NAT,0
s_1074,sure,ADJ,NAT,0
s_1074,is,AUX,NAT,0
s_1074,n't,PART,NAT,0
s_1074,reflected,VERB,NAT,0
s_1074,in,ADP,NAT,0
s_1074,the,DET,NAT,0
s_1074,retail,ADJ,AT,-1
s_1074,price,NOUN,AT,-1
s_1075,It,PRON,NAT,0
s_1075,was,AUX,NAT,0
s_1075,not,PART,NAT,0
s_1075,clear,ADJ,NAT,0
s_1075,that,SCONJ,NAT,0
s_1075,the,DET,NAT,0
s_1075,Microsoft,PROPN,AT,-1
s_1075,Student,PROPN,AT,-1
s_1075,Edition,PROPN,AT,-1
s_1075,that,PRON,NAT,0
s_1075,was,AUX,NAT,0
s_1075,loaded,VERB,NAT,0
s_1075,on,ADP,NAT,0
s_1075,the,DET,NAT,0
s_1075,computer,NOUN,NAT,0
s_1075,was,AUX,NAT,0
s_1075,a,DET,NAT,0
s_1075,month,NOUN,NAT,0
s_1075,trial,NOUN,NAT,0
s_1076,Good,ADJ,NAT,0
s_1076,for,ADP,NAT,0
s_1076,every,DET,AT,1
s_1076,day,NOUN,AT,1
s_1076,computing,NOUN,AT,1
s_1076,and,CCONJ,NAT,0
s_1076,web,NOUN,AT,1
s_1076,browsing,NOUN,AT,1
s_1077,While,SCONJ,NAT,0
s_1077,lacking,VERB,NAT,0
s_1077,some,PRON,NAT,0
s_1077,of,ADP,NAT,0
s_1077,the,DET,NAT,0
s_1077,functions,NOUN,AT,3
s_1077,of,ADP,NAT,0
s_1077,the,DET,NAT,0
s_1077,other,ADJ,NAT,0
s_1077,versions,NOUN,NAT,0
s_1077,this,PRON,NAT,0
s_1077,was,AUX,NAT,0
s_1077,very,ADV,NAT,0
s_1077,acceptable,ADJ,NAT,0
s_1077,for,ADP,NAT,0
s_1077,the,DET,NAT,0
s_1077,uses,NOUN,NAT,0
s_1077,planned,VERB,NAT,0
s_1077,for,ADP,NAT,0
s_1077,this,DET,NAT,0
s_1077,computer,NOUN,NAT,0
s_1078,  ,SPACE,NAT,0
s_1078,Also,ADV,NAT,0
s_1078,I,PRON,NAT,0
s_1078,have,AUX,NAT,0
s_1078,had,VERB,NAT,0
s_1078,alot,NOUN,NAT,0
s_1078,of,ADP,NAT,0
s_1078,trouble,NOUN,NAT,0
s_1078,with,ADP,NAT,0
s_1078,the,DET,NAT,0
s_1078,keys,NOUN,AT,-1
s_1078,sticking,VERB,NAT,0
s_1078,and,CCONJ,NAT,0
s_1078,will,AUX,NAT,0
s_1078,not,PART,NAT,0
s_1078,type,VERB,NAT,0
s_1078,correctly,ADV,NAT,0
s_1079,Excellent,ADJ,NAT,0
s_1079,LED,NOUN,AT,1
s_1079,monitor,NOUN,AT,1
s_1079,and,CCONJ,NAT,0
s_1079,well,ADV,NAT,0
s_1079,equipped,ADJ,NAT,0
s_1080,  ,SPACE,NAT,0
s_1080,This,DET,NAT,0
s_1080,process,NOUN,NAT,0
s_1080,continued,VERB,NAT,0
s_1080,to,PART,NAT,0
s_1080,repeat,VERB,NAT,0
s_1080,itself,PRON,NAT,0
s_1080,until,SCONJ,NAT,0
s_1080,the,DET,NAT,0
s_1080,mother,NOUN,AT,-1
s_1080,board,NOUN,AT,-1
s_1080,had,AUX,NAT,0
s_1080,been,AUX,NAT,0
s_1080,replaced,VERB,NAT,0
s_1080,times,NOUN,NAT,0
s_1080,and,CCONJ,NAT,0
s_1080,the,DET,NAT,0
s_1080,hard,ADJ,AT,-1
s_1080,drive,NOUN,AT,-1
s_1080,replaced,VERB,NAT,0
s_1080,times,NOUN,NAT,0
s_1081,Without,ADP,NAT,0
s_1081,a,DET,NAT,0
s_1081,doubt,NOUN,NAT,0
s_1081,the,DET,NAT,0
s_1081,design,NOUN,AT,1
s_1081,of,ADP,NAT,0
s_1081,this,DET,NAT,0
s_1081,laptop,NOUN,NAT,0
s_1081,is,AUX,NAT,0
s_1081,fantastic,ADJ,NAT,0
s_1082,I,PRON,NAT,0
s_1082,could,AUX,NAT,0
s_1082,n't,PART,NAT,0
s_1082,believe,VERB,NAT,0
s_1082,how,SCONJ,NAT,0
s_1082,long,ADJ,NAT,0
s_1082,the,DET,NAT,0
s_1082,battery,NOUN,AT,1
s_1082,lasted,VERB,NAT,0
s_1082,on,ADP,NAT,0
s_1082,a,DET,NAT,0
s_1082,single,ADJ,NAT,0
s_1082,charge,NOUN,AT,1
s_1083,I,PRON,NAT,0
s_1083,could,AUX,NAT,0
s_1083,save,VERB,NAT,0
s_1083,essay,ADJ,NAT,0
s_1083,papers,NOUN,NAT,0
s_1083,and,CCONJ,NAT,0
s_1083,have,VERB,NAT,0
s_1083,hardly,ADV,NAT,0
s_1083,any,DET,NAT,0
s_1083,memory,NOUN,AT,-1
s_1083,left,VERB,NAT,0
s_1084,Other,ADJ,NAT,0
s_1084,than,ADP,NAT,0
s_1084,that,PRON,NAT,0
s_1084,I,PRON,NAT,0
s_1084,would,AUX,NAT,0
s_1084,recommend,VERB,NAT,0
s_1084,this,PRON,NAT,0
s_1084,to,ADP,NAT,0
s_1084,someone,PRON,NAT,0
s_1084,in,ADP,NAT,0
s_1084,need,NOUN,NAT,0
s_1084,of,ADP,NAT,0
s_1084,a,DET,NAT,0
s_1084,cheap,ADJ,NAT,0
s_1084,laptop,NOUN,NAT,0
s_1084,with,ADP,NAT,0
s_1084,semi,ADJ,NAT,0
s_1084,decent,ADJ,NAT,0
s_1084,gaming,NOUN,AT,1
s_1084,capabilities,NOUN,NAT,0
s_1085,This,PRON,NAT,0
s_1085,is,AUX,NAT,0
s_1085,the,DET,NAT,0
s_1085,first,ADJ,NAT,0
s_1085,time,NOUN,NAT,0
s_1085,that,PRON,NAT,0
s_1085,I,PRON,NAT,0
s_1085,tried,VERB,NAT,0
s_1085,and,CCONJ,NAT,0
s_1085,owning,VERB,NAT,0
s_1085,a,DET,NAT,0
s_1085,netbook,NOUN,NAT,0
s_1085,although,SCONJ,NAT,0
s_1085,I,PRON,NAT,0
s_1085,have,AUX,NAT,0
s_1085,used,VERB,NAT,0
s_1085,different,ADJ,NAT,0
s_1085,laptops,NOUN,NAT,0
s_1085,in,ADP,NAT,0
s_1085,the,DET,NAT,0
s_1085,past,ADJ,NAT,0
s_1085,years,NOUN,NAT,0
s_1085,I,PRON,NAT,0
s_1085,find,VERB,NAT,0
s_1085,not,PART,NAT,0
s_1085,much,ADJ,NAT,0
s_1085,difference,NOUN,NAT,0
s_1085,except,SCONJ,NAT,0
s_1085,of,ADP,NAT,0
s_1085,course,NOUN,NAT,0
s_1085,for,ADP,NAT,0
s_1085,the,DET,NAT,0
s_1085,screen,NOUN,AT,0
s_1085,size,NOUN,AT,0
s_1086,But,CCONJ,NAT,0
s_1086,the,DET,NAT,0
s_1086,biggest,ADJ,NAT,0
s_1086,pain,NOUN,NAT,0
s_1086,is,AUX,NAT,0
s_1086,that,SCONJ,NAT,0
s_1086,tech,NOUN,AT,-1
s_1086,support,NOUN,AT,-1
s_1086,is,AUX,NAT,0
s_1086,not,PART,NAT,0
s_1086,available,ADJ,NAT,0
s_1087,The,DET,NAT,0
s_1087,backlit,ADJ,AT,1
s_1087,keys,NOUN,AT,1
s_1087,are,AUX,NAT,0
s_1087,wonderful,ADJ,NAT,0
s_1087,when,SCONJ,NAT,0
s_1087,you,PRON,NAT,0
s_1087,are,AUX,NAT,0
s_1087,working,VERB,NAT,0
s_1087,in,ADP,NAT,0
s_1087,the,DET,NAT,0
s_1087,dark,NOUN,NAT,0
s_1088,I,PRON,NAT,0
s_1088,chose,VERB,NAT,0
s_1088,the,DET,NAT,0
s_1088,a,DET,NAT,0
s_1088,laptop,NOUN,NAT,0
s_1088,that,PRON,NAT,0
s_1088,is,AUX,NAT,0
s_1088,an,DET,NAT,0
s_1088,attractive,ADJ,NAT,0
s_1088,computer,NOUN,NAT,0
s_1088,with,ADP,NAT,0
s_1088,a,DET,NAT,0
s_1088,large,ADJ,NAT,0
s_1088,screen,NOUN,AT,1
s_1088,big,ADJ,NAT,0
s_1088,enough,ADV,NAT,0
s_1088,to,PART,NAT,0
s_1088,please,VERB,NAT,0
s_1088,anyone,PRON,NAT,0
s_1089,The,DET,NAT,0
s_1089,most,ADV,NAT,0
s_1089,recent,ADJ,NAT,0
s_1089,being,AUX,NAT,0
s_1089,that,SCONJ,NAT,0
s_1089,my,PRON,NAT,0
s_1089,Safari,PROPN,AT,-1
s_1089,internet,NOUN,AT,-1
s_1089,browser,NOUN,AT,-1
s_1089,is,AUX,NAT,0
s_1089,freaking,VERB,NAT,0
s_1089,out,ADP,NAT,0
s_1089,on,ADP,NAT,0
s_1089,me,PRON,NAT,0
s_1089,but,CCONJ,NAT,0
s_1089,I,PRON,NAT,0
s_1089,have,AUX,NAT,0
s_1089,just,ADV,NAT,0
s_1089,been,AUX,NAT,0
s_1089,using,VERB,NAT,0
s_1089,firefox,NOUN,AT,1
s_1089,instead,ADV,NAT,0
s_1090,Everything,PRON,NAT,0
s_1090,about,ADP,NAT,0
s_1090,the,DET,NAT,0
s_1090,Mac,PROPN,NAT,0
s_1090,is,AUX,NAT,0
s_1090,not,PART,NAT,0
s_1090,only,ADV,NAT,0
s_1090,visually,ADV,NAT,0
s_1090,appealing,ADJ,NAT,0
s_1090,but,CCONJ,NAT,0
s_1090,very,ADV,NAT,0
s_1090,easy,ADJ,NAT,0
s_1090,to,PART,NAT,0
s_1090,use,VERB,AT,1
s_1091,I,PRON,NAT,0
s_1091,know,VERB,NAT,0
s_1091,what,PRON,NAT,0
s_1091,hrs,NOUN,NAT,0
s_1091,of,ADP,NAT,0
s_1091,battery,NOUN,AT,1
s_1091,looks,VERB,NAT,0
s_1091,like,ADP,NAT,0
s_1092,I,PRON,NAT,0
s_1092,did,AUX,NAT,0
s_1092,not,PART,NAT,0
s_1092,have,VERB,NAT,0
s_1092,to,PART,NAT,0
s_1092,call,VERB,NAT,0
s_1092,the,DET,NAT,0
s_1092,support,NOUN,AT,0
s_1092,line,NOUN,AT,0
s_1092,at,ADV,NAT,0
s_1092,all,ADV,NAT,0
s_1093,The,DET,NAT,0
s_1093,laptop,NOUN,NAT,0
s_1093,is,AUX,NAT,0
s_1093,outstanding,ADJ,NAT,0
s_1093,in,ADP,NAT,0
s_1093,all,DET,NAT,0
s_1093,aspects,NOUN,NAT,0
s_1093,except,SCONJ,NAT,0
s_1093,that,SCONJ,NAT,0
s_1093,it,PRON,NAT,0
s_1093,has,AUX,NAT,0
s_1093,the,DET,NAT,0
s_1093,Windows,PROPN,AT,-1
s_1093,7,NUM,AT,-1
s_1093,starter,NOUN,AT,-1
s_1093,and,CCONJ,NAT,0
s_1093,not,PART,NAT,0
s_1093,the,DET,NAT,0
s_1093,full,ADJ,NAT,0
s_1093,Windows,PROPN,AT,1
s_1093,7,NUM,AT,1
s_1094,THE,DET,NAT,0
s_1094,FIRST,PROPN,NAT,0
s_1094,PROBLEM,PROPN,NAT,0
s_1094,IS,AUX,NAT,0
s_1094,THAT,SCONJ,NAT,0
s_1094,THE,DET,NAT,0
s_1094,KEYBOARD,PROPN,AT,-1
s_1094,FUNCTION,PROPN,AT,-1
s_1094,IS,AUX,NAT,0
s_1094,SIMPLY,PROPN,NAT,0
s_1094,UNSATISFACTORY,PROPN,NAT,0
s_1095,The,DET,NAT,0
s_1095,DVD,NOUN,AT,-1
s_1095,drive,NOUN,AT,-1
s_1095,randomly,ADJ,NAT,0
s_1095,pops,NOUN,NAT,0
s_1095,open,ADJ,NAT,0
s_1095,when,SCONJ,NAT,0
s_1095,it,PRON,NAT,0
s_1095,is,AUX,NAT,0
s_1095,in,ADP,NAT,0
s_1095,my,PRON,NAT,0
s_1095,backpack,NOUN,NAT,0
s_1095,as,ADV,NAT,0
s_1095,well,ADV,NAT,0
s_1095,which,PRON,NAT,0
s_1095,is,AUX,NAT,0
s_1095,annoying,ADJ,NAT,0
s_1096,Garageband,NOUN,AT,0
s_1096,is,AUX,NAT,0
s_1096,more,ADJ,NAT,0
s_1096,for,ADP,NAT,0
s_1096,the,DET,NAT,0
s_1096,musicians,NOUN,NAT,0
s_1096,and,CCONJ,NAT,0
s_1096,the,DET,NAT,0
s_1096,laptop,NOUN,NAT,0
s_1096,is,AUX,NAT,0
s_1096,equipped,VERB,NAT,0
s_1096,with,ADP,NAT,0
s_1096,a,DET,NAT,0
s_1096,good,ADJ,NAT,0
s_1096,working,VERB,NAT,0
s_1096,microphone,NOUN,AT,1
s_1096,good,ADJ,NAT,0
s_1096,enough,ADV,NAT,0
s_1096,for,ADP,NAT,0
s_1096,beginners,NOUN,NAT,0
s_1096,and,CCONJ,NAT,0
s_1096,musicians,NOUN,NAT,0
s_1096,at,ADP,NAT,0
s_1096,the,DET,NAT,0
s_1096,intermediate,ADJ,NAT,0
s_1096,level,NOUN,NAT,0
s_1097,I,PRON,NAT,0
s_1097,dual,ADJ,NAT,0
s_1097,boot,NOUN,NAT,0
s_1097,with,ADP,NAT,0
s_1097,Linux,PROPN,AT,0
s_1097,and,CCONJ,NAT,0
s_1097,that,SCONJ,NAT,0
s_1097,other,ADJ,NAT,0
s_1097,security,NOUN,AT,0
s_1097,prone,ADJ,AT,0
s_1097,OS,NOUN,AT,0
s_1097,and,CCONJ,NAT,0
s_1097,it,PRON,NAT,0
s_1097,performs,VERB,AT,1
s_1097,flawlessly,ADV,NAT,0
s_1098,The,DET,NAT,0
s_1098,difference,NOUN,NAT,0
s_1098,is,AUX,NAT,0
s_1098,the,DET,NAT,0
s_1098,Toshiba,PROPN,NAT,0
s_1098,had,VERB,NAT,0
s_1098,a,DET,NAT,0
s_1098,lot,NOUN,NAT,0
s_1098,more,ADJ,NAT,0
s_1098,memory,NOUN,AT,1
s_1098,and,CCONJ,NAT,0
s_1098,hard,ADJ,AT,1
s_1098,drive,NOUN,AT,1
s_1098,space,NOUN,AT,1
s_1099,There,PRON,NAT,0
s_1099,was,VERB,NAT,0
s_1099,a,DET,NAT,0
s_1099,little,ADJ,NAT,0
s_1099,difficulty,NOUN,NAT,0
s_1099,doing,VERB,NAT,0
s_1099,the,DET,NAT,0
s_1099,migration,NOUN,NAT,0
s_1099,as,SCONJ,NAT,0
s_1099,the,DET,NAT,0
s_1099,firewire,NOUN,AT,-1
s_1099,cable,NOUN,AT,-1
s_1099,system,NOUN,AT,-1
s_1099,ca,AUX,NAT,0
s_1099,n't,PART,NAT,0
s_1099,be,AUX,NAT,0
s_1099,used,VERB,NAT,0
s_1099,with,ADP,NAT,0
s_1099,the,DET,NAT,0
s_1099,iBook,PROPN,AT,0
s_1100,Seems,VERB,NAT,0
s_1100,like,ADP,NAT,0
s_1100,maybe,ADV,NAT,0
s_1100,a,DET,NAT,0
s_1100,bad,ADJ,NAT,0
s_1100,shipment,NOUN,AT,-1
s_1100,from,ADP,NAT,0
s_1100,Toshiba,PROPN,NAT,0
s_1101,OS,NOUN,AT,1
s_1101,X,PROPN,AT,1
s_1101,is,AUX,NAT,0
s_1101,solid,ADJ,NAT,0
s_1101,with,ADP,NAT,0
s_1101,lots,NOUN,NAT,0
s_1101,of,ADP,NAT,0
s_1101,innovations,NOUN,NAT,0
s_1101,such,ADJ,NAT,0
s_1101,as,ADP,NAT,0
s_1101,quicklook,NOUN,AT,1
s_1101,which,PRON,NAT,0
s_1101,save,VERB,NAT,0
s_1101,heaps,NOUN,NAT,0
s_1101,of,ADP,NAT,0
s_1101,time,NOUN,NAT,0
s_1102,But,CCONJ,NAT,0
s_1102,other,ADJ,NAT,0
s_1102,than,SCONJ,NAT,0
s_1102,that,SCONJ,NAT,0
s_1102,I,PRON,NAT,0
s_1102,am,AUX,NAT,0
s_1102,blown,VERB,NAT,0
s_1102,away,ADV,NAT,0
s_1102,by,ADP,NAT,0
s_1102,all,DET,NAT,0
s_1102,the,DET,NAT,0
s_1102,features,NOUN,AT,1
s_1102,this,DET,NAT,0
s_1102,laptop,NOUN,NAT,0
s_1102,offers,VERB,NAT,0
s_1103,The,DET,NAT,0
s_1103,keyboard,NOUN,AT,1
s_1103,is,AUX,NAT,0
s_1103,slick,ADJ,NAT,0
s_1103,and,CCONJ,NAT,0
s_1103,quiet,ADJ,NAT,0
s_1103,and,CCONJ,NAT,0
s_1103,not,PART,NAT,0
s_1103,bulky,ADJ,NAT,0
s_1103,like,ADP,NAT,0
s_1103,some,DET,NAT,0
s_1103,other,ADJ,NAT,0
s_1103,laptops,NOUN,NAT,0
s_1103,I,PRON,NAT,0
s_1103,have,AUX,NAT,0
s_1103,had,VERB,NAT,0
s_1103,in,ADP,NAT,0
s_1103,the,DET,NAT,0
s_1103,past,NOUN,NAT,0
s_1104,Overall,ADV,NAT,0
s_1104,this,DET,NAT,0
s_1104,laptop,NOUN,NAT,0
s_1104,is,AUX,NAT,0
s_1104,definitely,ADV,NAT,0
s_1104,a,DET,NAT,0
s_1104,keeper,NOUN,NAT,0
s_1104,with,ADP,NAT,0
s_1104,its,PRON,NAT,0
s_1104,simple,ADJ,NAT,0
s_1104,yet,CCONJ,NAT,0
s_1104,stylish,ADJ,NAT,0
s_1104,design,NOUN,AT,1
s_1104,and,CCONJ,NAT,0
s_1104,its,PRON,NAT,0
s_1104,array,NOUN,NAT,0
s_1104,of,ADP,NAT,0
s_1104,fantastic,ADJ,NAT,0
s_1104,colors,NOUN,AT,1
s_1104,to,PART,NAT,0
s_1104,choose,VERB,NAT,0
s_1104,from,ADP,NAT,0
s_1105,First,ADV,NAT,0
s_1105,the,DET,NAT,0
s_1105,screen,NOUN,AT,-1
s_1105,goes,VERB,NAT,0
s_1105,completely,ADV,NAT,0
s_1105,out,ADV,NAT,0
s_1106,I,PRON,NAT,0
s_1106,'m,AUX,NAT,0
s_1106,learning,VERB,NAT,0
s_1106,the,DET,NAT,0
s_1106,finger,NOUN,NAT,0
s_1106,options,NOUN,NAT,0
s_1106,for,ADP,NAT,0
s_1106,the,DET,NAT,0
s_1106,mousepad,NOUN,AT,1
s_1106,that,PRON,NAT,0
s_1106,allow,VERB,NAT,0
s_1106,for,ADP,NAT,0
s_1106,quicker,ADJ,NAT,0
s_1106,browsing,NOUN,AT,1
s_1106,of,ADP,NAT,0
s_1106,web,NOUN,NAT,0
s_1106,pages,NOUN,NAT,0
s_1107,The,DET,NAT,0
s_1107,PhotoBooth,PROPN,AT,1
s_1107,is,AUX,NAT,0
s_1107,a,DET,NAT,0
s_1107,great,ADJ,NAT,0
s_1107,program,NOUN,AT,1
s_1107,it,PRON,NAT,0
s_1107,takes,VERB,NAT,0
s_1107,very,ADV,NAT,0
s_1107,good,ADJ,NAT,0
s_1107,pictures,NOUN,NAT,0
s_1107,with,ADP,NAT,0
s_1107,the,DET,NAT,0
s_1107,built,VERB,AT,1
s_1107,in,ADP,AT,1
s_1107,camera,NOUN,AT,1
s_1108,Many,ADJ,NAT,0
s_1108,kinds,NOUN,NAT,0
s_1108,of,ADP,NAT,0
s_1108,software,NOUN,AT,-1
s_1108,that,PRON,NAT,0
s_1108,is,AUX,NAT,0
s_1108,necessary,ADJ,NAT,0
s_1108,to,ADP,NAT,0
s_1108,the,DET,NAT,0
s_1108,working,VERB,NAT,0
s_1108,person,NOUN,NAT,0
s_1108,is,AUX,NAT,0
s_1108,not,PART,NAT,0
s_1108,available,ADJ,NAT,0
s_1108,and,CCONJ,NAT,0
s_1108,can,AUX,NAT,0
s_1108,not,PART,NAT,0
s_1108,be,AUX,NAT,0
s_1108,downloaded,VERB,NAT,0
s_1109,I,PRON,NAT,0
s_1109,had,VERB,NAT,0
s_1109,to,PART,NAT,0
s_1109,pay,VERB,NAT,0
s_1109,for,ADP,NAT,0
s_1109,the,DET,NAT,0
s_1109,shipping,NOUN,AT,-1
s_1110,It,PRON,NAT,0
s_1110,bluescreened,VERB,NAT,0
s_1110,on,ADP,NAT,0
s_1110,me,PRON,NAT,0
s_1110,without,ADP,NAT,0
s_1110,any,DET,NAT,0
s_1110,warning,NOUN,NAT,0
s_1110,running,VERB,NAT,0
s_1110,simply,ADV,NAT,0
s_1110,basic,ADJ,NAT,0
s_1110,Chrome,PROPN,AT,-1
s_1111,I,PRON,NAT,0
s_1111,took,VERB,NAT,0
s_1111,years,NOUN,NAT,0
s_1111,researching,VERB,NAT,0
s_1111,brands,NOUN,NAT,0
s_1111,and,CCONJ,NAT,0
s_1111,prices,NOUN,AT,0
s_1111,of,ADP,NAT,0
s_1111,laptops,NOUN,NAT,0
s_1112,We,PRON,NAT,0
s_1112,researched,VERB,NAT,0
s_1112,and,CCONJ,NAT,0
s_1112,found,VERB,NAT,0
s_1112,the,DET,NAT,0
s_1112,best,ADJ,NAT,0
s_1112,price,NOUN,AT,1
s_1112,at,ADP,NAT,0
s_1112,MacConnection,PROPN,NAT,0
